EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX |32.873518|-95.76612549999999
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|1|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|2|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|3|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|4|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|5|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|6|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 3|Location is: GRAPEVINE UNITY|7|20:00:00|21:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 4|Location is: GRAPEVINE UNITY|6|22:00:00|23:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
GRAPEVINE UNITY 4|Location is: GRAPEVINE UNITY|7|22:00:00|23:00:00|1639 W NORTHWEST HWY, GRAPEVINE, TX 76051|32.9411064|-97.0937194
Unity 2|Location is: Unity|1|null|N/A|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|1|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|2|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|3|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|4|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|5|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|6|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
Unity|Location is: Unity|7|14:00:00|15:00:00|1639 W. Northwest Highway, Grapevine, TX 76051|32.9411064|-97.0937194
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|1|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|2|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|3|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|4|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|5|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|6|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP|Location is: GRAND PRAIRIE GROUP|7|11:00:00|12:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|1|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|2|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|3|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|4|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|5|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|6|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 2|Location is: GRAND PRAIRIE GROUP|7|16:00:00|17:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|1|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|2|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|3|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|4|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|5|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|6|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 3|Location is: GRAND PRAIRIE GROUP|7|18:00:00|19:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|1|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|2|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|3|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|4|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|5|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|6|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
GRAND PRAIRIE GROUP 4|Location is: GRAND PRAIRIE GROUP|7|21:00:00|22:00:00|921 W HIGHWAY 303, GRAND PRAIRIE, TX |32.7094577|-97.01717180000003
NOCONA GROUP|Location is: NOCONA GROUP|2|20:00:00|21:00:00|206 CLAY, NOCONA, TX 76255|33.7888585|-97.72724819999996
Carry the Message|Location is: Creekwood Christian Church|7|09:00:00|10:00:00|2660 Forest Vista Drive, Flower Mound, TX 75028|33.018177|-97.06973499999998
CARRY THE MESSAGE|Location is: CREEKWOOD CHRISTIAN CHURCH|2|19:00:00|20:00:00|2600 FOREST VISTA DR, FLOWER MOUND, TX 75028|33.018252|-97.06773470000002
CARRY THE MESSAGE|Location is: CREEKWOOD CHRISTIAN CHURCH|5|19:00:00|20:00:00|2600 FOREST VISTA DR, FLOWER MOUND, TX 75028|33.018252|-97.06773470000002
Happy Destiny|Location is: Good Shepherd Lutheran Church|3|14:30:00|15:30:00|2620 W. Grauwyler Road, Irving, TX 75061|32.8289969|-96.98110129999998
No Name 2|Location is: St Luke's Episcopal Church|1|null|N/A|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|1|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|2|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|3|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|4|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|5|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|6|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
No Name|Location is: St Luke's Episcopal Church|7|14:00:00|15:00:00|5923 Royal Lane, Euless, TX 75063|32.92339200000001|-97.01854960000003
Compass|Location is: South MacArthur Church of Christ|2|14:00:00|15:00:00|1401 S. MacArthur Blvd, Irving, TX 75060|32.799303|-96.95996500000001
Compass|Location is: South MacArthur Church of Christ|6|14:00:00|15:00:00|1401 S. MacArthur Blvd, Irving, TX 75060|32.799303|-96.95996500000001
Southwest Clean Air|Location is: First Christian Church|2|19:00:00|20:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Southwest Clean Air|Location is: First Christian Church|3|19:00:00|20:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Southwest Clean Air|Location is: First Christian Church|5|19:00:00|20:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Southwest Clean Air|Location is: First Christian Church|6|19:00:00|20:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Southwest Clean Air|Location is: First Christian Church|7|19:00:00|20:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Southwest Clean Air|Location is: First Christian Church|4|18:00:00|19:00:00|203 S Main Street, Duncanville, TX 75116|32.6504373|-96.90862279999999
Duncanville 2|Location is: Duncanville|1|null|N/A|223 West Camp Wisdom Rd,, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|1|09:00:00|10:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|2|12:00:00|13:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|3|18:00:00|19:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|4|12:00:00|13:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|5|18:00:00|19:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|6|12:00:00|13:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville 2|Location is: Duncanville|7|null|N/A|223 West Camp Wisdom Rd,, Duncanville, TX 75116|32.662625|-96.91093699999999
Duncanville AA|Location is: Duncanville AA|7|18:00:00|19:00:00|223 W Camp Wisdom Rd, Duncanville, TX 75116|32.662625|-96.91093699999999
Waxahachie Group|Location is: Waxahachie|1|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|2|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|4|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|5|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|6|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|7|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|2|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|3|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie John Arden group|Location is: Waxahachie|1|12:00:00|13:00:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|3|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|4|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|5|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|6|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|7|07:30:00|08:30:00|301 John Arden, Waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|2|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|3|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|4|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|6|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|7|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Waxahachie Group|Location is: Waxahachie|1|20:00:00|21:00:00|301 John Arden Dr., waxahachie, TX 75165|32.402481|-96.84525080000003
Serenity Circle|Location is: Lamb of God Lutheran Church|5|20:00:00|21:00:00|1401 Cross Timbers Road, Flower Mound, TX 75028|33.038257|-97.04902500000003
Simply AA|Location is: First United Methodist Church|3|14:00:00|15:00:00|211 W 3rd St, Irving, TX 75060|32.8122929|-96.94808799999998
Simply AA|Location is: First United Methodist Church|5|14:00:00|15:00:00|211 W 3rd St, Irving, TX 75060|32.8122929|-96.94808799999998
FOURTH DIMENSION YOUNG PEOPLE|Location is: TRINITY UNITED METHODIST CHURCH|1|20:00:00|21:00:00|633 HOBSON LANE, DENTON, TX 76205|33.177031|-97.124953
FOURTH DIMENSION YOUNG PEOPLE|Location is: TRINITY UNITED METHODIST CHURCH|3|20:00:00|21:00:00|633 HOBSON LANE, DENTON, TX 76205|33.177031|-97.124953
4th Dimension|Location is: Trinity United Methodist Church|1|14:00:00|15:00:00|633 Hobson Ln, Denton, TX 76205|33.177031|-97.124953
4th Dimension|Location is: Trinity United Methodist Church|3|14:00:00|15:00:00|633 Hobson Ln, Denton, TX 76205|33.177031|-97.124953
The Gift of Sobriety|Location is: The Gift of Sobriety|1|09:30:00|10:30:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|2|18:00:00|19:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|3|19:00:00|20:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|4|18:00:00|19:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|5|18:00:00|19:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|6|18:00:00|19:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety|Location is: The Gift of Sobriety|7|12:00:00|13:00:00|1350 Walnut Hill Lane Suite 135, Irving, TX 75038|32.8847106|-96.97285929999998
The Gift of Sobriety 2|Location is: The Gift of Sobriety|1|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|2|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|3|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|4|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|5|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|6|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
The Gift of Sobriety 2|Location is: The Gift of Sobriety|7|null|N/A|3501 N MacArthur Blvd, Irving, TX 75062|32.8525035|-96.9592285
Unity - Denton|Location is: Unity - Denton|2|14:00:00|15:00:00|1100 Malone St., Denton, TX 76201|33.225135|-97.148796
Unity - Denton|Location is: Unity - Denton|3|14:00:00|15:00:00|1100 Malone St., Denton, TX 76201|33.225135|-97.148796
Unity - Denton|Location is: Unity - Denton|5|14:00:00|15:00:00|1100 Malone St., Denton, TX 76201|33.225135|-97.148796
Irving 3|Location is: Irving|1|14:30:00|15:30:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|2|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|3|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|4|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|5|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|6|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving 2|Location is: Irving|7|null|N/A|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
Irving|Location is: Irving|7|14:00:00|15:00:00|618 East Irving Blvd, Irving, TX 75060|32.813494|-96.93940399999997
SHOW ME GROUP|Location is: SHOW ME GROUP|2|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP|Location is: SHOW ME GROUP|3|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP|Location is: SHOW ME GROUP|4|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP|Location is: SHOW ME GROUP|5|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP|Location is: SHOW ME GROUP|6|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP|Location is: SHOW ME GROUP|7|09:00:00|10:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 6|Location is: SHOW ME GROUP|1|11:00:00|12:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|2|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|3|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|4|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|5|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|6|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 2|Location is: SHOW ME GROUP|7|12:00:00|13:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 3|Location is: SHOW ME GROUP|2|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 3|Location is: SHOW ME GROUP|3|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 3|Location is: SHOW ME GROUP|4|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 3|Location is: SHOW ME GROUP|5|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 3|Location is: SHOW ME GROUP|7|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|1|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|2|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|4|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|5|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|6|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 4|Location is: SHOW ME GROUP|7|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 5|Location is: SHOW ME GROUP|3|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 5|Location is: SHOW ME GROUP|5|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 5|Location is: SHOW ME GROUP|6|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHOW ME GROUP 5|Location is: SHOW ME GROUP|7|22:00:00|23:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|1|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|1|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|2|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|2|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|3|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|3|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|4|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|4|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|5|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|5|18:00:00|19:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|6|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|6|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me 2|Location is: SHOW ME GROUP|7|01:00:00|02:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
Show Me|Location is: SHOW ME GROUP|7|20:00:00|21:00:00|1622 W UNIVERSITY DRIVE #104, DENTON, TX |33.2294955|-97.1489631
SHALOM TODAY 5|Location is: SHALOM TODAY|1|11:00:00|12:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|2|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|3|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|4|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|5|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|6|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY|Location is: SHALOM TODAY|7|12:00:00|13:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 4|Location is: SHALOM TODAY|7|13:30:00|14:30:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
