Shawnee Big Book Group|Location is: Shawnee|2|20:00:00|21:00:00|111 N Kickapoo St, Shawnee, OK 74801
GRUPO NUEVO HORIZONTE|Location is: GRUPO NUEVO HORIZONTE|2|20:00:00|21:00:00|3302 N MAIN ST, FORT WORTH, OK 76106
GRUPO NUEVO HORIZONTE|Location is: GRUPO NUEVO HORIZONTE|3|20:00:00|21:00:00|3302 N MAIN ST, FORT WORTH, OK 76106
GRUPO NUEVO HORIZONTE|Location is: GRUPO NUEVO HORIZONTE|4|20:00:00|21:00:00|3302 N MAIN ST, FORT WORTH, OK 76106
GRUPO NUEVO HORIZONTE|Location is: GRUPO NUEVO HORIZONTE|5|20:00:00|21:00:00|3302 N MAIN ST, FORT WORTH, OK 76106
GRUPO NUEVO HORIZONTE|Location is: GRUPO NUEVO HORIZONTE|6|20:00:00|21:00:00|3302 N MAIN ST, FORT WORTH, OK 76106
New Life Group|Location is: New Life Group|3|20:00:00|21:00:00|2100 Cavanaugh Rd, Fort Smith, OK 72908
One Day At A Time|Location is: St. John Episcopal Church|5|20:00:00|21:00:00|215 North 6th Street, Fort Smith, OK 72901
Pioneer Building|Location is: Pioneer Building|5|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
12 & 12|Location is: Pioneer Building|3|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
Big Book Study|Location is: Pioneer Building|2|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
Chain Gang|Location is: Pioneer Building|4|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
Chain Gang|Location is: Pioneer Building|7|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|2|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|3|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|4|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|5|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|6|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|7|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, OK 72901
Early Bird|Location is: Pioneer Building|1|07:30:00|08:30:00|500 N. “F�? Street, Fort Smith, OK 72901
F.O.T.S. Group|Location is: Pioneer Building|1|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, OK 72901
New Frontier|Location is: Pioneer Building|5|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
New Beginnings|Location is: Pioneer Building|6|18:00:00|19:00:00|500 N. "F" Street, Fort Smith, OK 72901
New Frontier|Location is: Pioneer Building|2|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
New Frontier|Location is: Pioneer Building|3|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
New Frontier|Location is: Pioneer Building|6|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
New Frontier|Location is: Pioneer Building|1|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|2|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|3|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|4|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|5|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|6|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|7|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Noon Group|Location is: Pioneer Building|1|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, OK 72901
Rock Bottom|Location is: Pioneer Building|4|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
Young at Heart|Location is: Pioneer Building|7|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, OK 72901
Three Legacies|Location is: Altman Fitness Center|2|20:00:00|21:00:00|810 Lexington, Fort Smith, OK 72901
Courage to Change Group|Location is: Presbyterian Church Basement|4|20:00:00|21:00:00|116 N. 12th, Fort Smith, OK 72901
Courage to Change Group|Location is: Presbyterian Church Basement|5|20:00:00|21:00:00|116 N. 12th, Fort Smith, OK 72901
Courage to Change Group|Location is: Presbyterian Church Basement|1|19:00:00|20:00:00|116 N. 12th, Fort Smith, OK 72901
Men Meeting|Location is: Presbyterian Church Basement|5|20:00:00|21:00:00|116 N. 12th, Fort Smith, OK 72901
Primary Purpose East Dallas|Location is: Munger Place United Methodist|2|14:30:00|15:30:00|5200 Bryan St., Dallas, OK 75206
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|1|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|2|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|2|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|3|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|3|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|4|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|4|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|5|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|5|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|6|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|6|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club|Location is: 24 HOUR CLUB|7|14:00:00|15:00:00|4638 Ross Avenue, Dallas, OK 75204
Meetings @ 24 Hour Club 2|Location is: 24 HOUR CLUB|7|null|N/A|4638 Ross Avenue, Dallas, OK 75204
Cornerstone 3|Location is: 6760 Abrams Rd|1|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|1|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|2|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|2|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|3|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|3|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|4|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|4|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|5|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|5|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|6|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|6|14:30:00|15:30:00|, Dallas, OK 
Cornerstone 3|Location is: 6760 Abrams Rd|7|null|N/A|, Dallas, OK 
Cornerstone 2|Location is: 6760 Abrams Rd|7|14:30:00|15:30:00|, Dallas, OK 
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|1|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|2|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|3|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|4|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|5|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|6|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP|Location is: TWENTY FOUR HOUR GROUP|7|09:00:00|10:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|1|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|2|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|3|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|4|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|5|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|6|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 2|Location is: TWENTY FOUR HOUR GROUP|7|12:30:00|13:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|1|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|2|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|3|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|4|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|5|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|6|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 3|Location is: TWENTY FOUR HOUR GROUP|7|17:30:00|18:30:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|1|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|2|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|3|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|4|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|5|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|6|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 4|Location is: TWENTY FOUR HOUR GROUP|7|20:00:00|21:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|1|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|2|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|3|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|4|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|5|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|6|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
TWENTY FOUR HOUR GROUP 5|Location is: TWENTY FOUR HOUR GROUP|7|22:00:00|23:00:00|5501 W JACKSBORO HIGHWAY, FORT WORTH, OK 76114
Freedom 2|Location is: Freedom|1|null|N/A|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|1|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|2|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|3|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|4|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|5|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|6|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
Freedom 2|Location is: Freedom|7|null|N/A|3149 I 30, Mesquite, OK 75150
Freedom|Location is: Freedom|7|14:00:00|15:00:00|3149 I 30, Mesquite, OK 75150
NORTH FORTY|Location is: NORTH FORTY|1|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|2|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|3|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|4|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|5|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|6|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY|Location is: NORTH FORTY|7|11:00:00|12:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|1|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|2|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|3|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|4|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|5|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|6|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 2|Location is: NORTH FORTY|7|18:00:00|19:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 3|Location is: NORTH FORTY|3|20:00:00|21:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
NORTH FORTY 3|Location is: NORTH FORTY|5|20:00:00|21:00:00|2012 N RIVERSIDE DR, FORT WORTH, OK 76111
Ebony / Ebonette|Location is: Welcome House|1|14:00:00|15:00:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 3|Location is: Welcome House|2|null|N/A|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 2|Location is: Welcome House|2|14:30:00|15:30:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette|Location is: Welcome House|2|14:00:00|15:00:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 3|Location is: Welcome House|3|null|N/A|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 2|Location is: Welcome House|3|14:30:00|15:30:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 3|Location is: Welcome House|4|null|N/A|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 2|Location is: Welcome House|4|14:30:00|15:30:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette|Location is: Welcome House|4|14:00:00|15:00:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 3|Location is: Welcome House|5|null|N/A|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 2|Location is: Welcome House|5|14:30:00|15:30:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette|Location is: Welcome House|5|14:00:00|15:00:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 3|Location is: Welcome House|6|null|N/A|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette 2|Location is: Welcome House|6|14:30:00|15:30:00|921 N. Peak, Dallas, OK 75246
Ebony / Ebonette|Location is: Welcome House|7|14:00:00|15:00:00|921 N. Peak, Dallas, OK 75246
California Group|Location is: St. Luke Community Life Center|7|14:30:00|15:30:00|6211 East Grand Avenue, Dallas, OK 75223
New Hope|Location is: Eastridge Park Christian Church|3|14:00:00|15:00:00|2701 Town East Blvd., Mesquite, OK 75150
New Hope|Location is: Eastridge Park Christian Church|5|14:00:00|15:00:00|2701 Town East Blvd., Mesquite, OK 75150
New Hope|Location is: Eastridge Park Christian Church|6|14:00:00|15:00:00|2701 Town East Blvd., Mesquite, OK 75150
Primary Purpose|Location is: Library|3|12:00:00|13:00:00|3201 Rogers Ave, Fort Smith, OK 72901
Primary Purpose|Location is: Library|5|12:00:00|13:00:00|3201 Rogers Ave, Fort Smith, OK 72901
NORTH ARLINGTON GROUP|Location is: NORTH ARLINGTON GROUP|3|20:00:00|21:00:00|2001 BROWN BLVD, ARLINGTON, OK 76006
NORTH ARLINGTON GROUP|Location is: NORTH ARLINGTON GROUP|5|20:00:00|21:00:00|2001 BROWN BLVD, ARLINGTON, OK 76006
Live & Let Live|Location is: Dallas|1|18:30:00|19:30:00|3302 Swiss Circle, dallas, OK 75204
Winner Group|Location is: St. Bartholomew Episcopal Church|6|20:00:00|21:00:00|2701 Old Greenwood Rd, Fort Smith, OK 72903
Visions For You (Womens)|Location is: Visions For You (Womens)|2|19:00:00|20:00:00|3324 South M Street, Fort Smith, OK 72903
Downtown Nooners|Location is: First United Methodist Church|2|12:00:00|13:00:00|1928 Ross Ave, Dallas, OK 75201
Downtown Nooners|Location is: First United Methodist Church|3|12:00:00|13:00:00|1928 Ross Ave, Dallas, OK 75201
Downtown Nooners|Location is: First United Methodist Church|4|12:00:00|13:00:00|1928 Ross Ave, Dallas, OK 75201
Downtown Nooners|Location is: First United Methodist Church|5|12:00:00|13:00:00|1928 Ross Ave, Dallas, OK 75201
Downtown Nooners|Location is: First United Methodist Church|6|12:00:00|13:00:00|1928 Ross Ave, Dallas, OK 75201
Sowing the Seed|Location is: First Assembly of God Church|2|19:00:00|20:00:00|902 East 7th street, winfield, OK 67156
Sowing the Seed|Location is: First Assembly of God Church|4|12:00:00|13:00:00|902 East 7th street, winfield, OK 67156
First Amendment Group|Location is: Library|4|19:00:00|20:00:00|3501 Rogers, Fort Smith, OK 72901
Monday Men's Step|Location is: St James Ch|2|20:30:00|21:30:00| 841 N Arlington Hts Rd, Arlington, OK 60004
The Rock|Location is: Grace Fellowship Church|1|14:00:00|15:00:00|3052 N Belt Line Rd, Sunnyvale, OK 75182
The Rock|Location is: Grace Fellowship Church|3|14:00:00|15:00:00|3052 N Belt Line Rd, Sunnyvale, OK 75182
First Christian Group|Location is: 1st Christian Church|2|20:00:00|21:00:00|3699 Free Ferry, Fort Smith, OK 72903
By the Book, East|Location is: By the Book, East|3|14:00:00|15:00:00|4111 East Hwy 80, Mesquite, OK 75150
By the Book, East|Location is: By the Book, East|7|14:00:00|15:00:00|4111 East Hwy 80, Mesquite, OK 75150
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|1|18:00:00|19:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|7|18:00:00|19:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|2|20:00:00|21:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|3|20:00:00|21:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|4|20:00:00|21:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|5|20:00:00|21:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
GRUPO DOS CAMINOS|Location is: GRUPO DOS CAMINOS|6|20:00:00|21:00:00|502 W CENTRAL AVE, FORT WORTH, OK 76164
NEW LIFE GROUP|Location is: NEW LIFE GROUP|1|09:00:00|10:00:00|, , OK 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|3|12:00:00|13:00:00|, , OK 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|2|19:00:00|20:00:00|, , OK 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|5|19:00:00|20:00:00|, , OK 
NEW LIFE GROUP|Location is: NEW LIFE GROUP|6|20:00:00|21:00:00|, , OK 
Women St. Scolastica|Location is: Women St. Scolastica|4|19:00:00|20:00:00|Free Ferry & Albert Pike, Fort Smith, OK 72903
Bruton Terrace|Location is: Bruton Terrace|1|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|2|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|3|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|4|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|5|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|6|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
Bruton Terrace|Location is: Bruton Terrace|7|14:00:00|15:00:00|2414 East Highway 80, Mesquite, OK 75149
EASTSIDE GROUP|Location is: KING GLORY LUTHERAN CHURCH|2|12:00:00|13:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP|Location is: KING GLORY LUTHERAN CHURCH|3|12:00:00|13:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP|Location is: KING GLORY LUTHERAN CHURCH|4|12:00:00|13:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP|Location is: KING GLORY LUTHERAN CHURCH|5|12:00:00|13:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP|Location is: KING GLORY LUTHERAN CHURCH|6|12:00:00|13:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP 2|Location is: KING GLORY LUTHERAN CHURCH|2|19:00:00|20:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP 3|Location is: KING GLORY LUTHERAN CHURCH|3|20:00:00|21:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP 3|Location is: KING GLORY LUTHERAN CHURCH|6|20:00:00|21:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
EASTSIDE GROUP 3|Location is: KING GLORY LUTHERAN CHURCH|7|20:00:00|21:00:00|1659 SANDY LANE, FORT WORTH, OK 76112
Kessler Park|Location is: Kessler Park United Methodist Church|2|14:00:00|15:00:00|1215 Turner, Dallas, OK 75208
Kessler Park|Location is: Kessler Park United Methodist Church|4|14:00:00|15:00:00|1215 Turner, Dallas, OK 75208
Kessler Park|Location is: Kessler Park United Methodist Church|5|14:00:00|15:00:00|1215 Turner, Dallas, OK 75208
International Group|Location is: International Group|2|14:30:00|15:30:00|2706 Second Avenue, Dallas, OK 75210
New Creations Group|Location is: Methodist Dallas Med Center|4|14:00:00|15:00:00|1441 North Beckley Ave., Dallas, OK 75208
Lakeview|Location is: Lakeview|1|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|2|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|3|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|4|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|5|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|6|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
Lakeview|Location is: Lakeview|7|14:00:00|15:00:00|212 E Highway 276, Quinlan, OK 75474
GRUPO UN DIA A LA VEZ 2|Location is: GRUPO UN DIA A LA VEZ|1|12:00:00|13:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ 2|Location is: GRUPO UN DIA A LA VEZ|7|12:00:00|13:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ 4|Location is: GRUPO UN DIA A LA VEZ|1|18:00:00|19:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ 3|Location is: GRUPO UN DIA A LA VEZ|7|19:00:00|20:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ|Location is: GRUPO UN DIA A LA VEZ|2|20:00:00|21:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ|Location is: GRUPO UN DIA A LA VEZ|3|20:00:00|21:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
GRUPO UN DIA A LA VEZ|Location is: GRUPO UN DIA A LA VEZ|4|20:00:00|21:00:00|214 E ROGERS ST, ARLINGTON, OK 76011
